Unit_ID,Primary_Channel,Spike_Time_s
12,38,0.08007142857142857
12,38,0.1382142857142857
9,36,0.24971428571428572
12,38,0.2596428571428571
14,42,0.3372142857142857
11,38,0.5152142857142857
0,1,0.6908571428571428
5,13,0.7517857142857143
19,60,0.7545
5,13,0.8127857142857143
15,42,0.9637142857142857
14,42,1.2529285714285714
15,42,1.3864285714285713
15,42,1.5586428571428572
14,42,1.6773571428571428
18,57,1.7308571428571429
9,36,1.7387857142857144
5,13,1.8180714285714286
16,45,1.9665714285714286
2,7,2.0034285714285716
14,42,2.0707142857142857
15,42,2.112857142857143
5,13,2.2225
0,1,2.3465714285714285
20,60,2.440857142857143
8,20,2.494642857142857
2,7,2.4957857142857143
2,7,2.5054285714285713
8,20,2.5099285714285715
8,20,2.532642857142857
2,7,2.5382857142857143
19,60,2.547214285714286
8,20,2.5524285714285715
2,7,2.5580714285714286
15,42,2.5692857142857144
3,13,2.6649285714285713
2,7,2.667642857142857
15,42,2.67
1,7,2.676357142857143
2,7,2.6853571428571428
16,45,2.688214285714286
13,39,2.6894285714285715
18,57,2.6903571428571427
9,36,2.690857142857143
20,60,2.692
2,7,2.6929285714285713
5,13,2.6940714285714287
17,45,2.6957857142857145
0,1,2.696285714285714
16,45,2.6980714285714287
9,36,2.6992857142857143
16,45,2.7032142857142856
18,57,2.7035
0,1,2.707
9,36,2.7077142857142857
18,57,2.7110714285714286
0,1,2.7167857142857144
2,7,2.717285714285714
18,57,2.7182142857142857
18,57,2.7205714285714286
9,36,2.7222142857142857
0,1,2.7237857142857145
2,7,2.7244285714285716
18,57,2.726
8,20,2.729285714285714
5,13,2.7294285714285715
0,1,2.7305714285714284
9,36,2.734
17,45,2.7345
2,7,2.7405714285714287
0,1,2.7420714285714287
9,36,2.746
18,57,2.746857142857143
0,1,2.748428571428571
2,7,2.7504285714285714
9,36,2.7509285714285716
8,20,2.7539285714285713
0,1,2.754785714285714
15,42,2.7560714285714285
5,13,2.757357142857143
18,57,2.759714285714286
0,1,2.7610714285714284
13,39,2.7623571428571427
16,45,2.7629285714285716
4,13,2.7660714285714287
16,45,2.7665714285714285
2,7,2.767857142857143
0,1,2.769
18,57,2.7737142857142856
0,1,2.778857142857143
5,13,2.7802857142857142
2,7,2.7808571428571427
0,1,2.786142857142857
18,57,2.7914285714285714
15,42,2.793285714285714
0,1,2.7937142857142856
5,13,2.8040714285714285
0,1,2.8307142857142855
8,20,2.8549285714285713
2,7,2.858857142857143
12,38,2.8787142857142856
2,7,2.9067142857142856
15,42,2.9175714285714287
18,57,2.9352857142857145
18,57,2.9640714285714287
15,42,2.9668571428571426
0,1,2.9923571428571427
2,7,3.0347857142857144
2,7,3.0612142857142857
0,1,3.065785714285714
15,42,3.0699285714285716
0,1,3.0725714285714285
2,7,3.075
9,36,3.083
13,39,3.0852142857142857
0,1,3.0956428571428574
16,45,3.1382857142857143
0,1,3.152357142857143
3,13,3.1567857142857143
2,7,3.1599285714285714
0,1,3.169
2,7,3.1715714285714287
2,7,3.178142857142857
12,38,3.1792857142857143
2,7,3.1834285714285713
19,60,3.1949285714285716
0,1,3.1967857142857143
2,7,3.211
2,7,3.237857142857143
3,13,3.238714285714286
2,7,3.2410714285714284
0,1,3.2432142857142856
8,20,3.269142857142857
0,1,3.295785714285714
2,7,3.3062142857142858
9,36,3.3095714285714286
3,13,3.3177142857142856
0,1,3.320642857142857
15,42,3.323714285714286
2,7,3.3313571428571427
15,42,3.337142857142857
2,7,3.337857142857143
13,39,3.3520714285714286
0,1,3.353285714285714
18,57,3.357285714285714
17,45,3.3600714285714286
2,7,3.361357142857143
0,1,3.365357142857143
2,7,3.3665
5,13,3.3680714285714286
15,42,3.3722857142857143
18,57,3.3787857142857143
5,13,3.3804285714285713
2,7,3.3810714285714285
20,60,3.382357142857143
9,36,3.3833571428571427
2,7,3.3849285714285715
13,39,3.389
9,36,3.3922142857142856
20,60,3.3952857142857145
4,13,3.3962857142857144
2,7,3.396785714285714
2,7,3.414285714285714
3,13,3.430142857142857
2,7,3.433
2,7,3.4465
2,7,3.4507857142857143
0,1,3.4547857142857143
2,7,3.4637142857142855
9,36,3.5667857142857144
0,1,3.571
2,7,3.5925
5,13,3.6446428571428573
0,1,3.6487857142857143
0,1,3.7482142857142855
2,7,3.788642857142857
3,13,3.791857142857143
2,7,3.7942142857142858
5,13,3.7977142857142856
2,7,3.801
2,7,3.8190714285714287
0,1,3.825214285714286
9,36,3.850285714285714
0,1,3.8562142857142856
18,57,3.8752857142857144
19,60,3.8769285714285715
2,7,3.9155714285714285
3,13,3.918142857142857
2,7,3.9212857142857143
2,7,3.924785714285714
0,1,3.9352142857142858
9,36,3.935642857142857
2,7,3.941357142857143
18,57,3.9419285714285714
13,39,3.9435
4,13,3.9450714285714286
2,7,3.9455714285714287
2,7,3.949642857142857
0,1,3.9506428571428573
5,13,3.953
0,1,3.956642857142857
8,20,3.9577142857142857
15,42,3.958357142857143
2,7,3.9615
2,7,3.965357142857143
5,13,3.9683571428571427
9,36,3.973357142857143
8,20,3.979
0,1,3.9796428571428573
2,7,3.996857142857143
0,1,4.001571428571428
2,7,4.0075
18,57,4.122071428571428
0,1,4.254928571428572
2,7,4.257214285714285
9,36,4.2708571428571425
2,7,4.2717857142857145
2,7,4.291214285714286
18,57,4.294214285714285
13,39,4.301071428571428
4,13,4.301642857142857
2,7,4.302214285714285
9,36,4.306785714285715
17,45,4.3079285714285716
0,1,4.310357142857143
2,7,4.311285714285714
2,7,4.318357142857143
0,1,4.328071428571429
20,60,4.3372142857142855
18,57,4.382071428571429
2,7,4.3932142857142855
0,1,4.407214285714286
12,38,4.438
0,1,4.474857142857143
2,7,4.476571428571429
3,13,4.478785714285714
13,39,4.481571428571429
8,20,4.4820714285714285
15,42,4.4835
14,42,4.4895
2,7,4.501357142857143
2,7,4.504642857142857
6,14,4.5084285714285715
0,1,4.516071428571428
2,7,4.519928571428571
15,42,4.5265
2,7,4.535357142857142
2,7,4.547285714285715
15,42,4.548857142857143
15,42,4.554857142857143
2,7,4.556857142857143
18,57,4.5641428571428575
4,13,4.5865
2,7,4.587071428571429
0,1,4.603928571428572
0,1,4.735285714285714
2,7,4.746571428571428
2,7,4.765214285714285
2,7,4.774357142857143
2,7,4.784785714285714
8,20,4.789571428571429
0,1,4.792571428571429
2,7,4.798214285714286
16,45,4.815642857142858
0,1,5.017857142857143
2,7,5.030571428571428
3,13,5.037571428571429
13,39,5.042928571428572
18,57,5.048642857142857
8,20,5.058857142857143
20,60,5.0682857142857145
2,7,5.070714285714286
2,7,5.0967142857142855
2,7,5.1035
15,42,5.251
0,1,5.291
8,20,5.304785714285714
2,7,5.309071428571428
9,36,5.3173571428571424
2,7,5.3185
2,7,5.322214285714286
0,1,5.327
2,7,5.340357142857143
2,7,5.346214285714286
9,36,5.571928571428572
5,13,6.211785714285714
18,57,6.307428571428572
12,38,6.314357142857143
5,13,6.535642857142857
9,36,6.6085714285714285
11,38,6.630714285714285
15,42,6.729285714285714
12,38,6.914285714285715
5,13,6.935071428571429
5,13,7.159071428571429
2,7,7.201928571428572
2,7,7.277785714285714
15,42,7.290285714285714
14,42,7.477
18,57,7.509
12,38,7.649571428571429
16,45,7.876
10,38,7.9185
6,14,7.928285714285714
5,13,7.985785714285714
5,13,8.0425
12,38,8.162142857142857
12,38,8.286
15,42,8.347214285714285
12,38,8.532214285714286
9,36,8.644142857142857
15,42,8.648
8,20,8.676428571428572
15,42,8.682428571428572
7,14,8.786142857142858
18,57,8.831
0,1,9.162714285714285
12,38,9.250357142857142
8,20,9.292857142857143
12,38,9.364142857142857
12,38,9.396428571428572
15,42,9.440285714285714
10,38,9.445785714285714
11,38,9.585571428571429
8,20,9.636857142857142
11,38,9.691142857142857
12,38,9.967
10,38,10.019
7,14,10.1005
16,45,10.14257142857143
10,38,10.323071428571428
3,13,10.355142857142857
2,7,10.357714285714286
9,36,10.380928571428571
2,7,10.382214285714285
9,36,10.387571428571428
0,1,10.388928571428572
16,45,10.389357142857143
9,36,10.39107142857143
2,7,10.391571428571428
13,39,10.393714285714285
2,7,10.397285714285715
9,36,10.399071428571428
20,60,10.402714285714286
17,45,10.403428571428572
0,1,10.407714285714286
13,39,10.408642857142857
2,7,10.412571428571429
8,20,10.41842857142857
9,36,10.419857142857143
0,1,10.420428571428571
17,45,10.425285714285714
0,1,10.43292857142857
9,36,10.433285714285715
8,20,10.441928571428571
2,7,10.442285714285715
2,7,10.448428571428572
0,1,10.458928571428572
0,1,10.505428571428572
2,7,10.543142857142858
18,57,10.828714285714286
15,42,11.020142857142858
16,45,11.05492857142857
15,42,11.535785714285714
11,38,11.5395
8,20,11.924428571428571
2,7,12.0285
12,38,12.306285714285714
16,45,12.356357142857142
14,42,12.496714285714285
12,38,12.835714285714285
11,38,12.981214285714286
12,38,13.059928571428571
12,38,13.1465
5,13,13.196
11,38,13.240428571428572
19,60,13.357857142857142
12,38,13.4545
12,38,13.640357142857143
12,38,13.798357142857142
9,36,13.801214285714286
12,38,13.908214285714285
12,38,13.923214285714286
12,38,14.051357142857142
12,38,14.164571428571428
12,38,14.230428571428572
12,38,14.298571428571428
12,38,14.484785714285714
12,38,14.544357142857143
12,38,14.694142857142857
8,20,14.723357142857143
11,38,14.7645
12,38,14.792285714285715
18,57,15.035285714285715
8,20,15.0845
12,38,15.140785714285714
9,36,15.179214285714286
12,38,15.220642857142858
5,13,15.334071428571429
11,38,15.668642857142856
11,38,15.7355
16,45,15.845857142857144
16,45,15.900071428571428
12,38,15.99007142857143
12,38,15.99392857142857
2,7,16.067785714285716
9,36,16.078285714285713
9,36,16.0865
2,7,16.087142857142858
18,57,16.088571428571427
9,36,16.092142857142857
16,45,16.097785714285713
0,1,16.100571428571428
13,39,16.10257142857143
9,36,16.104928571428573
8,20,16.105357142857144
2,7,16.109142857142857
9,36,16.112142857142857
17,45,16.114071428571428
4,13,16.11692857142857
2,7,16.1175
13,39,16.118357142857143
0,1,16.11957142857143
2,7,16.120857142857144
18,57,16.121285714285715
2,7,16.125857142857143
2,7,16.129285714285714
9,36,16.13
1,7,16.132857142857144
8,20,16.134714285714285
17,45,16.137785714285716
18,57,16.139714285714287
15,42,16.14014285714286
12,38,16.141
8,20,16.14185714285714
0,1,16.1465
18,57,16.151857142857143
9,36,16.153285714285715
2,7,16.1545
0,1,16.156
2,7,16.194142857142857
2,7,16.298714285714286
16,45,16.660357142857144
0,1,17.067785714285716
5,13,17.084857142857143
16,45,17.189714285714285
12,38,17.467785714285714
8,20,17.534357142857143
12,38,17.547785714285713
0,1,17.792285714285715
16,45,17.81057142857143
12,38,17.876714285714286
2,7,17.920428571428573
12,38,17.971357142857144
12,38,18.10942857142857
12,38,18.116071428571427
12,38,18.14907142857143
12,38,18.318428571428573
15,42,18.436214285714286
18,57,18.509285714285713
15,42,18.590857142857143
9,36,18.615928571428572
18,57,18.679214285714284
8,20,18.896571428571427
2,7,19.048214285714284
15,42,19.0715
0,1,19.27492857142857
12,38,19.4125
12,38,19.689071428571427
12,38,19.696142857142856
0,1,19.758928571428573
12,38,19.763214285714287
12,38,19.995142857142856
2,7,20.181428571428572
12,38,20.27857142857143
12,38,20.402428571428572
0,1,20.419428571428572
16,45,20.59407142857143
12,38,20.603428571428573
8,20,20.671642857142857
15,42,20.856428571428573
12,38,21.03992857142857
11,38,21.17642857142857
16,45,21.242571428571427
7,14,21.341
5,13,21.37007142857143
2,7,21.372785714285715
1,7,21.380714285714287
2,7,21.382714285714286
18,57,21.386214285714285
5,13,21.388285714285715
9,36,21.392071428571427
2,7,21.392642857142857
2,7,21.39635714285714
0,1,21.398714285714284
17,45,21.399857142857144
16,45,21.4015
13,39,21.402
9,36,21.4045
2,7,21.409142857142857
9,36,21.409928571428573
2,7,21.413071428571428
18,57,21.4145
0,1,21.415
13,39,21.415928571428573
17,45,21.418
2,7,21.42007142857143
18,57,21.422571428571427
9,36,21.427785714285715
0,1,21.428642857142858
9,36,21.431
5,13,21.432285714285715
2,7,21.43285714285714
8,20,21.433857142857143
18,57,21.43542857142857
2,7,21.440285714285714
0,1,21.444785714285715
4,13,21.44707142857143
2,7,21.447642857142856
0,1,21.453357142857143
2,7,21.456642857142857
2,7,21.463285714285714
0,1,21.467
2,7,21.470714285714287
0,1,21.475357142857142
4,13,21.48542857142857
2,7,21.486
0,1,21.488071428571427
2,7,21.489642857142858
0,1,21.50164285714286
2,7,21.509785714285716
4,13,21.512428571428572
2,7,21.513
5,13,21.530214285714287
12,38,21.65457142857143
9,36,21.693214285714287
12,38,21.945071428571428
19,60,22.02407142857143
12,38,22.049142857142858
15,42,22.124785714285714
8,20,22.226857142857142
12,38,22.274142857142856
11,38,22.348928571428573
9,36,22.490714285714287
16,45,22.699
12,38,22.774214285714287
9,36,22.93842857142857
9,36,23.191785714285714
18,57,23.50707142857143
12,38,23.850785714285713
16,45,23.928428571428572
12,38,23.99657142857143
15,42,24.0515
12,38,24.13114285714286
12,38,24.22042857142857
12,38,24.257571428571428
15,42,24.51907142857143
11,38,24.5235
8,20,24.954571428571427
15,42,25.014142857142858
16,45,25.136357142857143
11,38,25.172142857142855
15,42,25.18407142857143
0,1,25.457
12,38,25.623857142857144
12,38,25.840642857142857
2,7,26.022714285714287
16,45,26.383285714285716
16,45,26.449
16,45,26.493142857142857
8,20,26.533571428571427
6,14,26.726714285714287
5,13,26.844571428571427
15,42,26.846071428571427
5,13,26.896785714285713
2,7,26.999642857142856
8,20,27.006
2,7,27.011
5,13,27.014714285714287
8,20,27.020071428571427
1,7,27.0205
18,57,27.028142857142857
2,7,27.028714285714287
0,1,27.031214285714285
9,36,27.032785714285716
9,36,27.036571428571428
18,57,27.03757142857143
8,20,27.038285714285713
2,7,27.04642857142857
15,42,27.057
16,45,27.744642857142857
8,20,28.732857142857142
9,36,28.896642857142858
2,7,28.9
18,57,28.905428571428573
1,7,28.906357142857143
0,1,28.909142857142857
17,45,28.90957142857143
16,45,28.91
13,39,28.913214285714286
2,7,28.918714285714287
8,20,28.9215
2,7,28.92292857142857
9,36,28.92342857142857
9,36,28.930071428571427
17,45,28.93207142857143
2,7,28.933857142857143
0,1,28.935357142857143
18,57,28.93614285714286
