Unit_ID,Primary_Channel,Spike_Time_s
21,29,0.29778571428571426
2,4,0.3315714285714286
18,22,0.7974285714285714
28,35,0.873
39,54,0.893
21,29,1.0967142857142858
39,54,1.2442142857142857
26,34,1.3611428571428572
5,6,1.394
40,57,1.4053571428571427
22,29,1.673
26,34,1.8317142857142856
39,54,2.0236428571428573
2,4,2.2031428571428573
39,54,2.33
28,35,2.455
5,6,2.5117142857142856
35,42,2.540642857142857
21,29,2.7230714285714286
32,39,2.7712142857142856
31,39,2.7767142857142857
39,54,2.8641428571428573
39,54,3.0710714285714285
28,35,3.088
32,39,3.111
39,54,3.6575714285714285
12,15,3.7845
40,57,3.8589285714285713
32,39,4.256785714285714
18,22,4.337571428571429
39,54,4.446
32,39,4.566285714285715
13,15,4.597071428571429
21,29,4.600357142857143
39,54,4.7885
18,22,4.9905
21,29,5.211142857142857
0,1,5.415928571428571
18,22,5.4765
39,54,5.6635
2,4,5.771428571428571
13,15,5.874
22,29,5.966785714285714
43,63,5.9897857142857145
39,54,6.084
40,57,6.197857142857143
26,34,6.4903571428571425
39,54,6.523285714285715
13,15,7.042571428571429
4,6,7.057571428571428
12,15,7.686928571428571
26,34,7.820428571428572
32,39,7.963857142857143
20,26,8.152714285714286
14,19,8.200714285714286
9,11,8.21957142857143
39,54,8.3915
5,6,8.731785714285714
32,39,8.754
39,54,9.195285714285715
12,15,9.350857142857143
32,39,9.4985
39,54,9.609428571428571
9,11,9.638071428571429
9,11,9.814714285714286
32,39,10.122142857142856
18,22,10.154142857142856
0,1,10.281357142857143
40,57,10.38942857142857
22,29,10.531571428571429
21,29,10.5585
20,26,10.630785714285715
21,29,10.679
43,63,10.735142857142858
21,29,10.8855
32,39,11.55257142857143
27,35,11.58692857142857
40,57,11.593857142857143
28,35,11.775857142857143
18,22,11.973
32,39,12.5035
37,50,12.6505
14,19,12.842714285714285
32,39,12.877285714285714
39,54,13.055357142857142
39,54,13.092642857142858
21,29,13.249428571428572
5,6,13.411714285714286
32,39,13.664571428571428
39,54,14.045571428571428
39,54,14.072928571428571
19,23,14.669642857142858
18,22,14.686857142857143
31,39,14.995214285714285
14,19,15.027642857142856
26,34,15.051642857142857
4,6,15.055785714285713
28,35,15.302285714285714
18,22,15.533071428571429
39,54,16.04564285714286
28,35,16.5585
39,54,16.619214285714285
36,44,16.860857142857142
22,29,16.864642857142858
28,35,16.902428571428572
4,6,16.90957142857143
5,6,16.938642857142856
31,39,16.99792857142857
39,54,17.110285714285713
32,39,17.1555
27,35,17.18207142857143
35,42,17.306
39,54,17.356285714285715
32,39,17.364214285714286
39,54,18.262285714285714
43,63,18.303428571428572
14,19,18.34
32,39,18.358714285714285
28,35,18.471642857142857
32,39,18.591285714285714
5,6,18.768571428571427
39,54,18.840857142857143
39,54,18.850571428571428
26,34,18.946
14,19,19.27285714285714
39,54,19.289
31,39,19.420428571428573
32,39,19.502928571428573
39,54,19.68092857142857
39,54,20.129428571428573
36,44,20.51257142857143
18,22,20.5135
35,42,20.520857142857142
43,63,20.524214285714287
36,44,20.52807142857143
41,60,20.529285714285713
26,34,20.531214285714285
35,42,20.539142857142856
18,22,20.53964285714286
28,35,20.54357142857143
36,44,20.546
16,20,20.547
5,6,20.557785714285714
11,13,20.567357142857144
43,63,20.568714285714286
14,19,20.569642857142856
8,11,20.572857142857142
40,57,20.574571428571428
43,63,20.5755
21,29,20.580142857142857
21,29,20.583142857142857
39,54,20.585
30,36,20.585571428571427
0,1,20.586142857142857
37,50,20.587071428571427
18,22,20.588285714285714
26,34,20.589357142857143
36,44,20.593785714285715
30,36,20.6035
20,26,20.617428571428572
26,34,20.628785714285716
38,54,20.629428571428573
40,57,20.63264285714286
21,29,20.634357142857144
5,6,20.64057142857143
21,29,20.643214285714286
20,26,20.645857142857142
26,34,20.64742857142857
22,29,20.651214285714286
14,19,20.655714285714286
20,26,20.656714285714287
36,44,20.658714285714286
20,26,20.66257142857143
35,42,20.663285714285713
19,23,20.666
11,13,20.67107142857143
4,6,20.671357142857143
5,6,20.673
21,29,20.674142857142858
26,34,20.6785
7,11,20.6805
30,36,20.688357142857143
39,54,20.68914285714286
20,26,20.690428571428573
37,50,20.706785714285715
28,35,20.713142857142856
22,29,20.717714285714287
23,30,20.721785714285716
21,29,20.728857142857144
36,44,20.739214285714286
5,6,20.74207142857143
26,34,20.758785714285715
1,4,20.7605
26,34,20.765857142857143
0,1,20.768214285714286
37,50,20.772642857142856
11,13,20.773285714285713
21,29,20.774428571428572
0,1,20.77942857142857
40,57,20.7825
14,19,20.784785714285714
5,6,20.786
10,13,20.792714285714286
15,19,20.797214285714286
20,26,20.7995
5,6,20.802642857142857
28,35,20.805857142857143
11,13,20.806214285714287
20,26,20.806714285714285
43,63,20.810214285714284
20,26,20.813214285714285
5,6,20.8185
36,44,20.821928571428572
28,35,20.823785714285716
34,42,20.824714285714286
12,15,20.825714285714287
17,22,20.82692857142857
41,60,20.829285714285714
21,29,20.830357142857142
23,30,20.8355
27,35,20.840642857142857
36,44,20.84242857142857
26,34,20.84435714285714
32,39,20.84542857142857
30,36,20.849
12,15,20.851142857142857
5,6,20.85742857142857
28,35,20.863214285714285
35,42,20.864285714285714
36,44,20.871214285714284
18,22,20.871928571428572
5,6,20.872714285714284
27,35,20.873142857142856
22,29,20.874357142857143
36,44,20.87607142857143
10,13,20.877285714285716
30,36,20.8785
1,4,20.87907142857143
14,19,20.882285714285715
21,29,20.886214285714285
40,57,20.886785714285715
43,63,20.887714285714285
20,26,20.888214285714287
18,22,20.893571428571427
4,6,20.894642857142856
20,26,20.895642857142857
26,34,20.898
39,54,20.90007142857143
30,36,20.901
21,29,20.902
36,44,20.903214285714284
5,6,20.905
14,19,20.906
18,22,20.907214285714286
20,26,20.9115
18,22,20.913071428571428
28,35,20.915214285714285
37,50,20.917142857142856
30,36,20.918928571428573
18,22,20.920714285714286
