Unit_ID,Primary_Channel,Spike_Time_s
15,42,0.09142857142857143
15,42,0.20042857142857143
10,36,0.4687857142857143
15,42,0.4712857142857143
17,42,0.6742142857142858
17,42,0.777
0,1,0.944
4,13,0.9570714285714286
10,36,1.0251428571428571
17,42,1.0574285714285714
17,42,1.6281428571428571
15,42,1.6507142857142858
16,42,1.7757857142857143
15,42,1.9382857142857144
10,36,1.9747142857142856
4,13,2.055285714285714
16,42,2.0745
13,39,2.0885
0,1,2.1107142857142858
15,42,2.194
9,29,2.247357142857143
9,29,2.273857142857143
15,42,2.389
17,42,2.451285714285714
0,1,3.2290714285714284
7,22,3.2352142857142856
0,1,3.2397857142857145
6,22,3.248428571428571
0,1,3.268
2,6,3.2937142857142856
7,22,3.3015
10,36,3.305
5,13,3.3120714285714286
5,13,3.329214285714286
3,6,3.330357142857143
4,13,3.343714285714286
7,22,3.344642857142857
7,22,3.3675
11,37,3.370357142857143
10,36,3.3722142857142856
15,42,3.3740714285714284
10,36,3.379785714285714
7,22,3.380571428571429
10,36,3.3872857142857145
0,1,3.395714285714286
1,2,3.4035
18,44,3.4084285714285714
18,44,3.412142857142857
10,36,3.418857142857143
18,44,3.419857142857143
0,1,3.422214285714286
10,36,3.425642857142857
3,6,3.432
17,42,3.4330714285714286
7,22,3.4340714285714284
4,13,3.4559285714285712
10,36,3.4580714285714285
14,39,3.463
3,6,3.6865
3,6,3.73
3,6,3.7984285714285715
3,6,3.8605714285714288
0,1,3.8809285714285715
0,1,3.889357142857143
4,13,3.9177142857142857
9,29,3.928857142857143
3,6,3.9649285714285716
17,42,4.012928571428572
0,1,4.0987857142857145
10,36,4.1272142857142855
14,39,4.1334285714285715
14,39,4.146571428571429
3,6,4.215714285714285
14,39,4.2454285714285716
3,6,4.276
3,6,4.284071428571429
18,44,4.387428571428571
3,6,4.402214285714286
6,22,4.492571428571429
17,42,4.546
6,22,4.607642857142857
3,6,4.649571428571429
0,1,4.652428571428572
3,6,4.654357142857143
3,6,4.698214285714286
0,1,4.712357142857143
0,1,4.7685
3,6,4.779928571428571
11,37,4.784714285714286
1,2,4.794142857142857
19,44,4.796214285714286
10,36,4.801642857142857
5,13,4.811214285714286
9,29,4.813928571428572
0,1,4.825142857142857
4,13,4.827142857142857
5,13,4.831
10,36,4.833785714285714
18,44,4.839642857142858
10,36,4.8425
5,13,4.8505
1,2,4.863142857142857
10,36,4.890214285714285
10,36,4.895
14,39,4.897
18,44,4.8985
10,36,4.901142857142857
0,1,4.921285714285714
3,6,4.976571428571429
0,1,4.983642857142857
0,1,5.015
7,22,5.029142857142857
11,37,5.0753571428571425
14,39,5.098142857142857
15,42,5.139285714285714
15,42,5.6372857142857145
14,39,5.791571428571428
0,1,5.8170714285714284
14,39,5.918357142857142
0,1,5.976642857142857
8,29,5.998714285714286
0,1,6.020071428571429
13,39,6.086142857142857
17,42,6.3452142857142855
15,42,6.4554285714285715
14,39,6.677214285714285
17,42,6.718571428571429
14,39,6.753
13,39,6.855357142857143
10,36,6.913
10,36,7.229
8,29,7.279428571428571
14,39,7.288
14,39,7.315785714285714
14,39,7.348642857142857
4,13,7.483642857142857
9,29,7.680642857142857
16,42,7.700214285714286
14,39,7.7265
14,39,7.964642857142858
4,13,8.332714285714285
16,42,8.815357142857144
10,36,8.831214285714285
18,44,8.8785
17,42,9.039142857142856
18,44,9.077714285714286
15,42,9.364
10,36,9.437
15,42,9.467
17,42,9.580357142857142
14,39,9.733071428571428
18,44,9.867214285714285
14,39,10.4275
14,39,10.49992857142857
14,39,10.587214285714285
14,39,11.203642857142857
18,44,11.213214285714285
14,39,11.401714285714286
0,1,11.566714285714285
2,6,11.584642857142857
18,44,11.88642857142857
16,42,12.134357142857143
17,42,12.19057142857143
17,42,12.450714285714286
17,42,12.533214285714285
0,1,12.708285714285715
10,36,12.792642857142857
17,42,12.8615
18,44,12.916571428571428
15,42,13.026
0,1,13.28
0,1,13.709714285714286
0,1,14.076642857142858
15,42,14.664857142857143
14,39,14.6995
10,36,14.756857142857143
4,13,15.175428571428572
10,36,15.327785714285714
12,39,15.3855
3,6,15.4135
3,6,15.451357142857143
10,36,15.526642857142857
0,1,15.608428571428572
3,6,15.637571428571428
9,29,15.833428571428572
16,42,15.975428571428571
14,39,16.19392857142857
14,39,16.2085
0,1,16.38
14,39,16.451071428571428
4,13,16.4805
0,1,16.528714285714287
17,42,16.577857142857145
0,1,16.7045
1,2,16.71457142857143
10,36,16.764714285714287
10,36,16.775214285714284
1,2,16.776071428571427
15,42,16.78964285714286
17,42,16.827714285714286
14,39,16.836142857142857
14,39,16.86392857142857
17,42,16.969
17,42,16.982714285714287
0,1,17.201428571428572
0,1,17.206857142857142
15,42,17.33957142857143
3,6,17.371785714285714
0,1,17.396785714285713
14,39,17.405571428571427
1,2,17.484571428571428
1,2,17.49492857142857
0,1,17.52642857142857
14,39,17.68992857142857
15,42,17.711357142857143
15,42,17.77
10,36,17.878
10,36,18.095642857142856
7,22,18.105357142857144
1,2,18.213428571428572
1,2,18.2555
14,39,18.35107142857143
0,1,18.380642857142856
0,1,18.384071428571428
0,1,18.431642857142858
14,39,18.529714285714284
0,1,18.596285714285713
10,36,18.609785714285714
7,22,18.639
1,2,18.650357142857143
1,2,18.656285714285715
1,2,18.659357142857143
15,42,18.673928571428572
3,6,18.715214285714286
0,1,18.733071428571428
14,39,18.75057142857143
8,29,18.809857142857144
0,1,18.85242857142857
